	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	BH_p
Phosphonate_metabolism	0	0	0	0	0	0	0	5081	0	8445	0	0	0	0	0	7018	9209	0	0	0	8039	5404	0	0	0	5869	0	0	0	0	0	1635.5	3102.95010628095	37.8489055163253	1.21649137894436e-06	0.000922100465239826	5.36104921651062e-06
Sialic_Acid_Metabolism	175948	174130	162269	150807	179744	181146	109923	0	130050	0	63932	0	0	93964	122304	0	0	0	184687	163262	0	0	0	129432	0	0	106250	0	139712	108731	100107	79209.7	75262.2162498417	37.5618941703554	1.29508615990511e-06	0.00098167530920807	5.67442375264781e-06
ABC_transporter_of_unknown_substrate_X	9168	9594	12931	8577	12928	12664	2260	49	7498	274	3766	5874	5129	4145	7965	0	265	11	11591	10675	35	0	0	4234	0	0	3317	1809	7248	3121	3955.5	4837.6	4556.86889325827	36.7781641034552	1.5387890228201e-06	0.00116640207929764	6.70346022584849e-06
MLST	73167	66866	60351	53400	73764	75413	26537	0	47827	0	18229	25105	89809	29661	30759	0	0	0	80092	59450	0	0	0	46879	0	0	22867	11675	61244	7639	25821	32024.4666666667	30592.047296229	36.6372483827519	1.58760535455365e-06	0.00120340485875167	6.87659919286668e-06
USS-DB-7	60048	54815	42400	50633	53255	61179	54001	29279	55265	24573	53753	78556	102861	29098	54708	31878	29087	35511	56338	52854	0	0	0	43760	0	0	31434	42202	52849	30904	43080	40374.7	24270.1739208493	36.2099952047774	1.74604545802947e-06	0.00132350245718634	7.51990032492236e-06
Glutathione-dependent_pathway_of_formaldehyde_detoxification	6735	4252	4388	3519	4114	5038	4776	0	6596	0	1571	2849	10574	3264	4331	0	508	0	1581	4848	17	0	0	6680	0	0	1604	2673	6561	1648	2761	2937.56666666667	2772.97233386268	35.6225427388551	1.99218018926007e-06	0.00151007258345913	8.53148352236799e-06
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	36039	39612	40511	33354	32282	40461	0	0	0	0	12889	42650	0	20613	41052	0	0	0	46155	33962	0	0	0	26048	0	0	27498	20602	30453	25478	20607.5	18321.9666666667	17660.1478485695	35.1676755931715	2.20828529145382e-06	0.001673880250922	9.40382163439325e-06
Propanediol_utilization	28488	24037	20050	22850	28401	30930	2619	0	30307	0	9499	9643	43585	11570	4897	0	0	0	31592	24492	0	0	0	19491	0	0	20307	6509	23706	9422	9571	13413.1666666667	13036.7518513368	33.8841395903994	2.96550514715829e-06	0.00224785290154599	1.25578374388044e-05
EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins	2703	4057	2147	3256	2241	3588	1869	0	1060	0	0	0	3526	1693	1013	0	0	10	4920	1976	0	0	0	3454	0	0	2865	1437	3114	2808	1565	1591.23333333333	1550.85986568371	33.3817530002869	3.33405648909904e-06	0.00252721481873707	1.40400823263171e-05
Iron-sulfur_cluster_assembly	103621	112874	106957	86986	109283	124285	55762	0	0	0	50909	80729	128592	43735	67403	0	48965	60115	118702	89365	0	0	0	84371	0	0	51580	39631	102107	50833	53671	57226.8333333333	45213.5228314863	33.2476948482201	3.44050327046872e-06	0.00260790147901529	1.44082954641729e-05
Sugar_utilization_in_Thermotogales	279380	244708	225786	210059	314248	278840	108466	0	0	0	104521	0	290830	132108	154467	0	0	0	281374	215980	0	0	0	0	0	0	208478	124200	240180	198691	116333	120410.533333333	118181.344552588	32.4671015467151	4.13736319599053e-06	0.00313612130256082	1.72314357283562e-05
A_conserved_operon_linked_to_TyrR_and_possibly_involved_in_virulence	5537	8991	9196	5632	9243	8980	1751	30	4825	83	1650	4573	5102	2211	3827	11	243	0	8034	6161	9	14	0	3791	0	0	1586	1986	4524	1636	2098.5	3320.86666666667	3243.57212337574	31.5145580815106	5.1993698456939e-06	0.00394112234303598	2.15361876668633e-05
Ribosome_LSU_bacterial	155098	159453	150906	134078	172775	175122	140207	82434	136613	78843	126685	174887	253712	82625	123247	92143	84781	98683	154742	139109	74023	83772	0	132284	70646	0	102518	112675	148797	106808	124966	118255.533333333	51201.3423751379	31.3013577934839	5.4750496759814e-06	0.0041500876543939	2.25548242086625e-05
DNA_topoisomerases,_Type_II,_ATP-dependent	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	31.1082792265268	5.73827018998371e-06	0.00434960880400765	2.33849935699336e-05
Resistance_to_fluoroquinolones	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	0	0	103342	52434	65413	95208	101728	114265	93582	108803.5	103130.133333333	46972.0111898883	31.1082792265268	5.73827018998371e-06	0.00434960880400765	2.33849935699336e-05
Propionate-CoA_to_Succinate_Module	22656	15584	16141	13625	8864	17937	37041	0	24377	0	28043	31317	56286	12848	25671	0	0	0	8163	10545	0	0	0	24597	0	0	9790	17710	21997	9602	11696.5	13759.8	13666.8405485434	30.8608342713943	6.09563045341561e-06	0.00462048788368903	2.47084913566258e-05
SeqA_and_Co-occurring_Genes	16720	12955	12956	14013	12125	15373	17552	0	15968	0	0	0	28533	9358	16112	0	6633	0	16014	15248	0	0	0	11826	0	0	12723	0	13664	12600	11975.5	8679.1	7964.6737160695	30.8115660406538	6.16959396935311e-06	0.00467655222876965	2.48752778126045e-05
tRNA_aminoacylation,_Lys	29871	27704	24824	27075	26298	30424	27602	16840	27440	15419	28745	42472	49377	18796	26163	17390	16023	20682	30442	28850	11469	14134	13801	19868	11494	14160	22326	25092	24739	22029	24781.5	23718.3	8534.19890246862	30.6331878753225	6.44554309776963e-06	0.00488572166810938	2.58503791963459e-05
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	151311	149017	143898	143473	130847	153063	0	0	0	0	65280	0	0	92068	112116	0	0	0	158895	142651	0	0	0	112567	0	0	94390	92235	127208	92392	78674	65380.3666666667	65499.3669895621	29.775274900891	7.97098994349799e-06	0.00604201037717148	3.1800054616692e-05
LMPTP_YwlE_cluster	53590	51775	50543	53933	54199	56003	39938	0	56170	30275	40204	61145	91333	30829	38396	34850	31541	36820	59863	56839	24766	24218	0	40537	24814	0	41867	33537	45589	41022	40370.5	40153.2	19463.8927431601	29.7516935318218	8.01804199732858e-06	0.00607767583397506	3.18202923244768e-05
Exopolysaccharide_Biosynthesis	8603	10056	8810	6534	9347	9496	2540	0	3490	0	2312	3625	8270	0	1843	0	0	0	0	3890	0	0	0	8203	0	0	6548	4538	7833	7293	3015	3774.36666666667	3782.67888546923	29.7284665728193	8.06467836478743e-06	0.00611302620050887	3.18386781276504e-05
Adenosyl_nucleosidases	22206	19412	17598	12031	18989	22109	0	0	0	0	0	15854	19262	8376	10382	0	0	0	22600	11718	0	0	0	8425	0	0	9386	9810	18206	9082	8753.5	8514.86666666667	8542.6148412788	29.599731550557	8.32849307176731e-06	0.00631299774839962	3.27098328932623e-05
Alkylphosphonate_utilization	3920	4091	4109	3398	4127	4377	2729	0	3205	0	0	4004	5957	2684	0	0	0	0	4356	3559	0	0	0	3134	0	0	0	2169	3113	0	2426.5	1964.4	1976.21104903925	29.2687492595336	9.05023020150925e-06	0.00686007449274401	3.52842899583017e-05
Urease_subunits	4249	5057	7921	5894	2634	2055	861	0	4013	0	1271	7334	9021	5974	5227	0	0	0	5554	4125	0	0	0	9211	0	0	2694	0	3469	3138	2664	2990.06666666667	3008.81225200512	29.2382222485688	9.12010064106771e-06	0.00691303628592932	3.52842899583017e-05
Urea_decomposition	4249	5311	8224	6263	2692	2124	861	0	4013	0	1271	7334	9021	6301	5227	5	0	3	5916	4125	0	0	0	9211	0	0	2694	0	3469	3138	2693	3048.4	3066.7458053257	29.2366815740502	9.12364225834713e-06	0.00691572083182713	3.52842899583017e-05
Methionine_Degradation	122216	112023	108831	88041	120185	126456	68235	58625	122339	59507	74681	108482	121254	43002	67576	0	66719	79040	142087	121050	47521	0	0	79660	49384	0	72682	62660	101312	71213	73681.5	76492.7	40757.9777485129	28.9713655066726	9.75611890162963e-06	0.00739513812743526	3.75387722204835e-05
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	22427	23750	20404	20528	25950	28421	10544	44679	20300	39410	12555	23539	30157	11838	15963	57608	41587	50597	28165	21944	40295	0	44264	10519	40271	44442	11208	17183	18647	11151	22983	26278.2	14172.3050114627	28.8434892174663	1.00776208527208e-05	0.0076388366063624	3.85799828604162e-05
CBSS-316057.3.peg.563	0	7721	7199	5394	5318	7916	5542	0	0	0	4844	5324	13394	3833	7295	0	0	0	5617	5459	0	0	0	6982	0	0	1610	3613	6351	1573	3723	3499.5	3535.38843156858	28.7713453475759	1.02640038608777e-05	0.00778011492654527	3.90960549072626e-05
SecY2-SecA2_Specialized_Transport_System	3888	2904	3038	2783	3293	5128	2029	0	1776	334	7252	6158	8279	2344	4891	18	0	58	4958	2803	0	405	107	10550	3	72	2701	1756	2940	2408	2554.5	2762.53333333333	2712.14599766378	27.8439994123802	1.30191421089415e-05	0.00986850971857764	4.93425485928882e-05
Glutathione:_Redox_cycle	13448	16803	15680	13855	16542	17279	3104	25	6911	0	0	6442	9443	5302	9221	2	535	130	18864	13820	0	0	0	5383	21	0	3959	3524	11077	3782	4630.5	6505.06666666667	6555.23391272765	27.804706525444	1.31521828931239e-05	0.00996935463298792	4.95987792685966e-05
LSU_ribosomal_proteins_cluster	34286	38486	36335	20086	41428	44573	22894	16398	21226	18756	23953	32045	63564	13971	31022	0	0	19072	33479	33389	16587	15794	0	35089	0	0	18032	20784	36498	17708	21005	23515.1666666667	15138.9847882723	27.7749228507969	1.32539986910397e-05	0.0100465310078081	4.97353020188519e-05
Late_competence	7295	11010	9482	5668	9868	9894	3754	0	5010	11	4100	8412	9963	5012	2580	0	0	7	7563	4742	0	2	3	0	0	0	0	5275	5672	0	3927	3844.1	3921.26117423358	27.6097115434756	1.38343541492045e-05	0.010486440445097	5.16573420940739e-05
Programmed_frameshift	16736	17759	16063	16615	15306	18481	16989	10017	15845	8316	17749	26311	30504	11001	16405	10146	9053	11863	17528	16720	7064	9010	8367	14862	7272	8655	11376	13594	14670	11504	14766	14192.7	5328.68350274379	27.5195237199763	1.41626255896846e-05	0.0107352701969809	5.26238735146123e-05
Listeria_Pathogenicity_Island_LIPI-1_extended	0	0	0	0	0	0	0	3093	0	891	0	0	0	0	0	3149	265	2545	0	0	3214	684	3353	0	7106	0	0	0	0	0	0	810	1657.54781488218	27.3439575685508	1.48258904746095e-05	0.011238024979754	5.47209315047005e-05
UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	0	123458	118260	113441	119633	135641	91730	0	0	0	57862	108311	158140	0	89539	0	0	0	137255	0	0	0	0	77210	0	0	68789	76943	102213	68375	63118.5	54893.3333333333	56171.7310657197	27.3322249542732	1.48713877176363e-05	0.0112725118899683	5.47209315047005e-05
Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate	104336	104688	103156	93623	109326	116753	0	0	0	0	51931	0	0	66931	63280	0	0	0	97435	100750	0	0	0	98663	0	0	62081	47213	93413	49338	48275.5	45430.5666666667	46505.5318620405	27.2929027651614	1.50249690998352e-05	0.0113889265776751	5.50189689742757e-05
Translation_initiation_factors_bacterial	0	72752	66808	64614	67572	0	55487	0	0	0	57598	82926	99823	34645	49720	0	0	0	78375	0	0	0	0	53189	0	0	41828	46516	67376	41528	38086.5	32691.9	33473.3404619155	27.2674966852844	1.51251028158605e-05	0.0114648279344223	5.51193650693378e-05
Translation_elongation_factors_bacterial	141812	128287	117941	133128	136437	148866	143519	84666	143195	73553	129646	201930	247273	88879	127684	89008	75095	100747	147561	143083	59556	77065	75328	104126	56586	74812	104059	113112	117256	115935	116595.5	116671.5	41018.9322073483	27.1831840361044	1.54625725456803e-05	0.0117206299896257	5.60795693283525e-05
Pterin_biosynthesis	8634	15865	7661	13215	13125	8181	7749	0	0	0	8624	12405	14728	4675	9101	0	4998	0	16266	0	4838	0	0	6406	0	0	7170	7615	7376	7094	7132	6190.86666666667	5340.14141446056	27.0987341160582	1.58087069007878e-05	0.0119829998307972	5.7061903956177e-05
Quorum_Sensing:_Autoinducer-2_Synthesis	22953	20448	19265	19763	19324	22886	18677	12828	21458	10826	20243	30856	35002	12856	18853	12661	12758	15582	23780	22082	8244	11076	9908	16029	8136	10423	13808	17019	19759	13549	17848	17368.4	6287.99044484665	26.9715893571871	1.63456150115921e-05	0.0123899761787868	5.87202662501744e-05
RNA_polymerase_bacterial	160241	146780	139778	143691	154321	170029	164056	95073	155013	79227	166882	249707	297389	100361	150113	100689	82350	112994	159844	156752	67857	86519	84856	126355	64164	82338	127881	144800	135168	126162	137473	134379.666666667	50300.0426779372	26.5077843432874	1.84763679974276e-05	0.0140050869420501	6.60617308587268e-05
Glutaredoxins	6410	7523	7092	5405	6544	7307	1695	26	2354	45	1531	2397	4136	1671	3202	2	533	130	6496	5876	0	3	0	2542	21	0	860	1430	5526	818	1683	2719.16666666667	2727.45513675083	26.4499212294422	1.87624409948773e-05	0.014221930274117	6.67696257000799e-05
Arginine_and_Ornithine_Degradation	95580	99437	97963	88488	106667	113859	68886	55273	94021	0	47370	73633	156778	50683	77590	0	61743	66114	98329	100576	47609	0	0	80537	36237	0	41629	56197	79626	41663	67500	64549.6	39069.8841825949	26.4214662460806	1.89048621223571e-05	0.0143298854887467	6.69620817231153e-05
Novel_non-oxidative_pathway_of_Uracil_catabolism	22014	20215	22547	22315	20906	23407	0	0	15142	0	0	5579	35139	9662	5743	0	0	0	25344	22250	0	0	0	19940	0	0	11096	0	17982	15983	7702.5	10508.8	10875.306259342	26.1550417673091	2.0296080103945e-05	0.0153844287187903	7.15554824129783e-05
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	1738	2197	2856	2574	1230	1135	2114	294	315	251	2858	3672	3767	2381	1095	132	413	302	5299	211	109	360	138	4326	0	0	2726	1805	1352	2676	1291	1610.86666666667	1461.78716157556	26.0438010319737	2.09091357161798e-05	0.0158491248728643	7.33755781151126e-05
Arginine_Deiminase_Pathway	35881	39079	36341	34464	41888	41140	14160	4979	32669	6010	15188	23496	0	16448	32111	3771	0	6850	43008	43501	4814	0	3247	0	0	0	10918	22684	29365	10828	14674	18428	16023.3554645969	26.0088094638604	2.11060636991873e-05	0.015998396283984	7.37253284976221e-05
Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	6656	6236	6224	5817	5790	6770	5002	2762	5698	1783	9282	6682	14430	4025	4125	2092	3141	3395	6423	5913	1398	2251	2172	10040	2854	0	3781	4905	5794	3686	4953.5	4970.9	2892.03914875491	25.8503991402676	2.20228237203556e-05	0.0166933003800296	7.65747723854566e-05
CBSS-316273.3.peg.922	1446	1929	1782	1600	1477	1842	2594	0	1388	0	3076	3085	5352	1084	2559	0	0	0	1314	1613	0	0	0	3203	44	0	0	1783	1373	0	1380.5	1284.8	1329.45662740006	25.8227086717191	2.21874195380967e-05	0.0168180640098773	7.67948128304899e-05
C_jejuni_colonization_of_chick_caeca	21802	19756	24152	20804	19724	22298	2309	0	23762	0	0	5966	33912	12851	3490	0	0	0	22282	22150	0	0	0	16339	0	0	15713	0	19506	4538	5252	10378.4666666667	10782.4414250696	25.7644234784726	2.25382060473441e-05	0.0170839601838868	7.76523615782255e-05
Methylcitrate_cycle	16897	11802	10939	9451	6062	14134	19779	0	19686	0	12203	11822	33124	9392	10772	0	0	0	3141	9601	53	0	0	16515	0	0	607	7692	17082	598	8542	8045.06666666667	8354.12331781112	25.7476807843661	2.26400684812504e-05	0.0171611719087878	7.76523615782255e-05
F0F1-type_ATP_synthase	71448	68024	67803	69451	68046	74024	56522	33586	70692	33336	55773	87986	137008	46904	60363	30743	40551	39330	72263	80420	28555	27086	24450	55253	27563	26212	38853	43413	60536	38521	55513	54490.5	24282.4640611144	25.6656056675198	2.31466138228606e-05	0.0175451332777284	7.90321318816593e-05
Transcription_initiation,_bacterial_sigma_factors	34317	37164	37065	33335	34883	38787	33608	0	30187	0	0	0	0	17469	35201	0	0	0	34951	36520	0	0	0	30827	0	0	0	26339	29427	0	8734.5	16336	17028.850760016	25.4359057503327	2.46300486156987e-05	0.0186695768506996	8.37200755636755e-05
L-Arabinose_utilization	1264	998	956	0	899	1261	0	55860	765	0	0	0	0	0	0	0	60260	61360	1023	57	59125	37985	0	1985	46708	0	1059	0	950	1014	924.5	11117.6333333333	21927.3094949769	25.3300706338423	2.53476111527681e-05	0.0192134892537982	8.57745055973136e-05
Prophage-encoded_Exotoxins	316	263	259	259	209	206	101	0	116	0	288	94	294	0	185	0	0	6	331	0	0	0	0	137	0	0	67	55	249	45	80.5	116	120.577346760178	25.2093211087905	2.61938072841646e-05	0.0198549059213968	8.82440263173189e-05
COG1836	0	35569	33203	34249	32889	39901	11673	0	0	0	13316	17726	38192	0	13229	0	0	0	37893	34416	0	0	0	30171	0	0	15817	10198	32707	15353	12451	14883.4	15559.2142444099	25.1596241123306	2.65508433484541e-05	0.0201255392581282	8.90510586642839e-05
CBSS-83332.1.peg.3803	0	2978	0	0	0	0	8210	0	0	10913	0	11089	10278	0	5666	13203	11945	12474	0	0	9876	7972	9713	4687	13396	9660	2819	5140	0	2787	3832.5	5093.53333333333	5060.50976533565	24.787226734056	2.93984627737084e-05	0.022284034782471	9.81675541078016e-05
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	0	0	0	58312	82581	90635	23900	0	48631	0	33397	54011	60263	21703	44126	0	0	0	79279	66076	0	0	0	48929	0	0	27912	26304	61099	27973	25102	28504.3666666667	30005.7081069394	24.5107408556027	3.17242639135089e-05	0.0240469920464397	0.000105469263361578
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	15119	13200	11513	10858	13604	13374	5260	0	0	0	6313	8045	0	0	0	0	0	0	14933	11254	0	0	0	8759	0	0	7237	4537	11729	7198	4898.5	5431.1	5733.2864520604	24.2537650366813	3.40637609112654e-05	0.0258203307707392	0.000112752536116765
DNA_repair,_UvrABC_system	127794	117900	105818	117132	103091	131320	124549	74473	118615	0	99661	154609	227849	76778	119117	85654	71665	95321	131075	121633	56180	68679	0	94680	57379	67717	99202	82975	110236	97393	99431.5	97949.8333333333	42658.359546262	23.8832627641761	3.77687648153981e-05	0.0286287237300718	0.000124078054246926
Riboflavin,_FMN_and_FAD_metabolism	16796	21634	30346	27159	36910	23688	16599	0	24139	0	1501	0	32897	9270	745	0	0	0	42659	19938	0	0	0	14447	0	0	10193	13874	14953	10077	10135	12260.8333333333	12997.3204747359	23.8791064322909	3.78127051860684e-05	0.0286620305310399	0.000124078054246926
tRNA-dependent_amino_acid_transfers	1934	1643	1151	3104	1266	1268	771	0	0	0	1781	1114	1745	1783	1730	0	0	14	4120	0	3	0	0	1222	2	0	1257	445	2587	1254	1132.5	1006.46666666667	1066.03052726339	23.7862489254726	3.88088386946294e-05	0.0294170997305291	0.000126797843666074
Peptidyl-prolyl_cis-trans_isomerase	9964	10384	9487	7549	10568	11663	3452	0	0	0	0	4757	15699	5547	7216	0	0	0	8839	6929	0	0	0	8955	0	0	0	6150	8804	0	4104.5	4532.1	4810.61084622245	23.7640062310285	3.90516083898292e-05	0.0296011191594906	0.000127043429869058
Glyoxylate_bypass	22975	18403	20255	17043	14352	20405	45214	0	23455	0	40734	46279	90560	13803	50325	0	0	0	15471	13811	0	0	0	34643	0	0	21665	23936	21085	21055	17723	19182.3	20368.0715931611	23.733991298787	3.9381797475802e-05	0.0298514024866579	0.000127570096096829
GroEL_GroES	27677	27921	23789	26483	23804	30206	37368	16499	26963	15177	35063	49300	56480	17213	29481	17231	15321	19688	28134	27806	11804	14733	14759	27885	11774	14233	22251	26103	24024	22353	23914	24717.4333333333	10229.8256387316	23.3844092530754	4.34562606686523e-05	0.0329398455868385	0.000140169555688674
Fermentations:_Lactate	75217	63488	60523	65659	62138	73154	32915	0	63227	0	0	18194	0	43855	9097	0	0	0	70066	63040	0	0	0	49075	0	0	41992	0	63007	0	13645.5	28488.2333333333	30496.2729024987	23.0360314123159	4.79704764719051e-05	0.0363616211657041	0.000154074665956373
Glutamate-mediated_methylamine_utilization_pathway	25110	31910	30696	32089	26275	32321	19768	0	34158	0	22861	42565	42348	17838	36896	0	29961	36693	33227	35430	22569	0	0	25132	0	0	18463	18638	22212	18220	23985.5	21846	13971.6972064093	22.229300558605	6.04770209116337e-05	0.0458415818510183	0.000193424395995858
Fratricide_in_Streptococcus	1216	3789	2201	736	2708	2716	475	0	1885	0	441	1348	910	990	373	0	0	0	751	321	0	37	0	1602	0	0	1529	530	1661	1551	633	925.666666666667	999.677062798311	21.9956196094146	6.47234060546114e-05	0.0490603417893954	0.000206135889871409
Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1338	1878	794	0	0	1749	661	1947	0	4036	2192	0	0	2863	0	0	745.566666666667	1090.76998059844	21.9453158502757	6.56787632747669e-05	0.0497845025622733	0.000208303358001144
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	0	0	0	0	1995	0	0	994	0	1920	0	0	0	0	0	1328	2037	716	0	0	1739	670	1947	0	4044	2192	0	0	2863	0	0	748.166666666667	1097.12584018216	21.894437449123	6.66604620142317e-05	0.0505286302067876	0.000210535959194948
Disulphide_related_cluster	0	730	0	0	0	0	0	0	0	6227	0	0	0	0	0	9485	7009	0	0	0	0	6529	8636	0	11084	0	1287	2005	0	1241	0	1807.76666666667	3361.23434514592	21.7260756183136	7.00230201227623e-05	0.0530774492530538	0.000220238378643377
Formate_hydrogenase	35252	59523	76482	43773	56942	52225	0	40	34626	203	0	0	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	0	28936	20516	19299	22307.2	23766.8364343375	21.6849504690138	7.08717789155407e-05	0.0537208084179799	0.000221986811644545
CBSS-196164.1.peg.461	16490	16192	15113	13881	10636	16062	22196	0	16487	0	0	0	37526	9808	0	0	0	0	13365	14276	8	0	0	15155	0	0	11595	12325	15527	0	10222	8554.73333333333	9357.30280153102	21.3164969920142	7.89884162871093e-05	0.0598732195456288	0.000246391849982012
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	28233	26709	0	22622	43570	29121	19217	0	20403	0	0	0	36305	17270	19644	0	0	0	27371	25972	0	0	0	0	0	0	34945	16711	23075	0	8355.5	13038.9333333333	14278.6827798098	21.2369584531613	8.08684052489411e-05	0.0612982511786974	0.000251222340896301
COG0523	90585	100107	0	76277	117502	0	44854	0	0	0	40330	55492	113626	37032	50495	0	0	0	113137	61160	0	0	0	76575	0	0	0	32071	78234	51936	34551.5	37980.4333333333	41678.9875172241	21.0810821743472	8.46936395566697e-05	0.0641977787839556	0.000262031750138594
Nitrosative_stress	29461	27857	27350	25168	26916	31802	21893	16701	38822	20070	24471	35651	42987	16572	25547	16350	20567	16759	30118	26855	17768	13743	18467	20504	17890	16183	20433	22861	28939	19923	22377	23954.2666666667	7149.06767942908	20.9657362392647	8.76492749181706e-05	0.0664381503879733	0.000270073782064932
Wyeosine-MimG_Biosynthesis	36934	34013	32039	33278	32454	37254	14242	0	0	0	2329	20114	0	0	14254	0	0	0	36986	15448	0	0	0	26371	0	0	10495	12309	31045	9937	10216	13316.7333333333	14643.1385837057	20.9322158974037	8.85288473632445e-05	0.0671048663013393	0.000271679620653196
Divergent_RNA_modification_related_clusters	3523	3377	2964	2898	2989	2779	1931	0	1481	0	1932	0	3410	2547	1360	0	0	0	4522	2580	0	0	0	0	0	0	0	0	2740	0	680	1367.76666666667	1505.90663912048	20.8399277524924	9.09998581581298e-05	0.0689778924838624	0.000278136663241381
tRNA_modification_yeast_mitochondrial	133655	0	0	105136	126113	0	61893	0	106198	0	49421	0	142983	0	94025	0	0	0	146772	108790	0	0	0	83340	0	0	76073	53893	113409	74398	24710.5	49203.3	54595.6539000035	20.2852258149003	0.00010750396024198	0.0814880018634206	0.000327261051660324
tRNA_aminoacylation,_Ala	48101	44437	39259	42504	42948	49769	0	0	0	0	0	0	0	28765	39817	0	0	0	47747	44929	0	0	0	33873	0	0	31861	35610	41151	0	0	19025.7	21118.3599091341	20.2601650310783	0.00010832184560432	0.0821079589680747	0.000328431835872299
tRNA_modification_Archaea	0	0	0	124314	161962	176188	99943	0	0	0	84770	140655	209714	76376	113490	0	0	0	168995	134889	0	0	0	0	0	0	84688	87585	143017	82554	38188	62971.3333333333	70045.4025901985	20.1134258662697	0.000113247054385732	0.0858412672243849	0.000341997080575239
Butanol_Biosynthesis	80025	57842	52176	57974	73106	75292	39336	36016	63086	32645	37441	68578	85106	42022	35386	29145	34718	44434	78655	66342	26252	26719	28754	40142	27783	27036	37592	41612	66485	32475	40877	48139.1666666667	18718.92353979	19.9519798279921	0.000118945408011587	0.0901606192727828	0.000357780235209455
Biotin_biosynthesis_Experimental	26007	23250	21753	0	21895	25846	21054	0	0	0	13614	0	41314	0	25617	0	0	0	25888	0	0	0	0	16654	0	0	16201	17231	23437	9311	4655.5	10969.0666666667	12265.0533854169	19.7577577056929	0.00012621214974545	0.0956688095070508	0.00037813758698439
Purine_nucleotide_synthesis_regulator	0	3294	3681	2180	3314	3229	725	0	1798	0	1274	0	3717	1169	2637	0	0	0	3066	2360	0	0	0	0	0	0	1129	0	1921	1105	915	1219.96666666667	1371.958843339	19.3760972062737	0.000141920287499886	0.107575577924913	0.000423525897342178
trimethylamine_N-oxide_(TMAO)_reductase	5947	3043	6237	3289	2824	2890	498	0	3331	55	0	1504	2917	973	2000	0	1141	0	3168	5338	0	0	0	10201	5	0	4448	1359	4773	3333	1752	2309.13333333333	2471.82414469534	19.111131861372	0.000154055461851577	0.116774040083496	0.00045793741209214
riboflavin_to_FAD	13366	11953	10717	10756	17579	12871	0	0	14489	0	0	0	24244	7251	0	0	0	0	21727	11655	0	0	0	9329	0	0	9477	0	11842	9326	3625.5	6552.73333333333	7429.754880318	18.849093612745	0.000167160416636925	0.126707595810789	0.000494951546135895
Oxidative_stress	50546	0	56496	47686	54457	63840	38002	0	0	0	22439	32879	79730	0	33688	0	0	0	50182	0	0	0	0	0	0	0	28355	27671	46692	27859	11219.5	22017.4	24971.3061810192	18.8312070446695	0.000168097644495034	0.127418014527236	0.000495789939794693
Cobalt-zinc-cadmium_resistance	12240	9813	7972	9847	11748	11595	4643	0	8156	0	0	0	8975	8077	0	0	0	0	11593	8233	0	0	0	0	0	0	0	0	9831	6569	0	4309.73333333333	4905.0320673375	18.6130738024763	0.000179993453697881	0.136435037902994	0.000528817976368192
Terminal_cytochrome_C_oxidases	11025	8121	11481	7352	7830	10100	25962	0	13371	0	19183	15485	42805	7618	11087	0	0	0	2738	7017	0	0	0	15238	0	0	3789	11161	11005	3810	7485	8205.93333333333	9384.23593029301	18.3196144837947	0.000197446281631104	0.149664281476377	0.00057785436863466
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	2502	2511	2588	1343	3905	3987	1116	0	395	0	3580	3314	4247	324	1528	0	1639	0	5343	3541	0	27	0	1770	68	0	849	0	1837	946	1229.5	1578.66666666667	1608.43139121005	18.2676798353192	0.00020072027326382	0.152145967133976	0.000585176796669137
